"REG_MEAS_ID"	"REG_MEAS_TYPE"	"WDID"	"RECEIVED_DATE"	"PROCESSED_DATE"	"TERMINATION_DATE"	"STATUS_CODE_NAME"	"STATUS_DATE"	"REGION"	"COUNTY_CODE"	"FACILITY_NAME"	"PLACE_SIZE"	"PLACE_SIZE_UNIT"	"FACILITY_ADDRESS"	"FACILITY_CITY"	"FACILITY_STATE"	"FACILITY_ZIP"	"FACILITY_COUNTY"	"FACILITY_CONTACT_NAME"	"FACILITY_CONTACT_TITLE"	"FACILITY_CONTACT_PHONE"	"FACILITY_CONTACT_PHONE_EXT"	"FACILITY_CONTACT_EMAIL"	"OPERATOR_NAME"	"OPERATOR_ADDRESS"	"OPERATOR_CITY"	"OPERATOR_STATE"	"OPERATOR_ZIP"	"OPERATOR_CONTACT_NAME"	"OPERATOR_CONTACT_TITLE"	"OPERATOR_CONTACT_PHONE"	"OPERATOR_CONTACT_PHONE_EXT"	"OPERATOR_CONTACT_EMAIL"	"OPERATOR_TYPE"	"DEVELOPER_NAME"	"DEVELOPER_ADDRESS"	"DEVELOPER_CITY"	"DEVELOPER_STATE"	"DEVELOPER_ZIP"	"DEVELOPER_CONTACT_NAME"	"DEVELOPER_CONTACT_TITLE"	"CONSTYPE_LINEAR_UTILITY_IND"	"EMERGENCY_PHONE_NO"	"EMERGENCY_PHONE_EXT"	"CONSTYPE_ABOVE_GROUND_IND"	"CONSTYPE_BELOW_GROUND_IND"	"CONSTYPE_CABLE_LINE_IND"	"CONSTYPE_COMM_LINE_IND"	"CONSTYPE_COMMERTIAL_IND"	"CONSTYPE_ELECTRICAL_LINE_IND"	"CONSTYPE_GAS_LINE_IND"	"CONSTYPE_INDUSTRIAL_IND"	"CONSTYPE_OTHER_DESRIPTION"	"CONSTYPE_OTHER_IND"	"CONSTYPE_RECONS_IND"	"CONSTYPE_RESIDENTIAL_IND"	"CONSTYPE_TRANSPORT_IND"	"CONSTYPE_UTILITY_DESCRIPTION"	"CONSTYPE_UTILITY_IND"	"CONSTYPE_WATER_SEWER_IND"	"DIR_DISCHARGE_USWATER_IND"	"RECEIVING_WATER_NAME"	"CERTIFIER_NAME"	"CERTIFIER_TITLE"	"CERTIFICATION_DATE"	"PRIMARY_SIC"	"SECONDARY_SIC"	"TERTIARY_SIC"	"DateTimeEntered"
463392.00	"Industrial"	"9 37NEC001240"	10/13/2015 0:00:00	10/16/2015 0:00:00	9/26/2016 0:00:00	"Terminated"	9/26/2016 0:00:00	9.00	37.00	"Witch Creek Winery"	0.13	"Acres"	" 2906 Carlsbad Boulevard"	"Carlsbad"	"California"	92008.00	"San Diego"	"Dave Wodehouse"	"President"	"760-233-5993"		"rikoziell@cox.net"	"Witch Creek Winery"	" 2906 Carlsbad Boulevard"	"Carlsbad"	"California"	92008.00	"Dave Wodehouse"	"President"	"760-233-5993"		"rikoziell@cox.net"	"Private Business"		" "		"California"		" "																					"N"	"City of Carlsbad sewage system"	"Dave Wodehouse"	"President"	"13-OCT-15 10.36.58.083000 AM"	"2084-Wines, Brandy, and Brandy Spirits"			8/14/2017 12:48:38
464814.00	"Industrial"	"9 37NEC001253"	10/1/2015 0:00:00	10/19/2015 0:00:00		"Active"	10/19/2015 0:00:00	9.00	37.00	"Dutek Incorporated "	3.34	"Acres"	" 2228 Oak Ridge Way"	"Vista"	"California"	92081.00	"San Diego"	"Greg Skodacek"	"Director of Quality and Regulatory Affairs"	"760-566-8888"	"319"	"greg@dutek.com"	"Dutek Incorporated "	" 2228 Oak Ridge Way"	"Vista"	"California"	92081.00	"Greg Skodacek"	"Director of Quality and Regulatory Affairs"	"760-566-8888"	"319"	"greg@dutek.com"	"Private Business"		" "		"California"		" "																							"Greg Skodacek"	"Director of Quality and Regulatory Affairs"	"24-SEP-16 07.11.53.928000 AM"	"3629-Electrical Industrial Apparatus, NEC"			8/14/2017 12:48:38
463702.00	"Industrial"	"9 37NEC001254"	9/29/2015 0:00:00	10/19/2015 0:00:00		"Active"	10/19/2015 0:00:00	9.00	37.00	"EG Electrograph Inc"	50000.00	"SqFt"	" 1491 Poinsettia Ave"	"Vista"	"California"	92081.00	"San Diego"	"Mette Moore"	"Quality and Compliance Supervisor"	"760-431-6207"		"Mette.Moore@plansee.com"	"EG Electrograph Inc"	" 1491 Poinsettia Ave"	"Vista"	"California"	92081.00	"Mette Moore"	"Quality and Compliance Supervisor"	"760-431-6207"		"Mette.Moore@plansee.com"	"Private Business"		" "		"California"		" "			"760-431-6207"																				"Michael Reilly"	"President"	"22-SEP-16 04.52.09.570000 PM"	"3559-Special  Industry Machinery, NEC"			8/14/2017 12:48:38
460097.00	"Industrial"	"9 37NEC001293"	9/22/2015 0:00:00	10/21/2015 0:00:00		"Active"	10/21/2015 0:00:00	9.00	37.00	"Aqua Lung America"	391393.00	"SqFt"	" 2340 COUSTEAU COURT"	"Vista"	"California"	92081.00	"San Diego"	"Paul Claybaugh"	"Facilities Manager"	"760-597-5064"		"pclaybaugh@aqualung.com"	"Aqau Lung America"	" 2340 COUSTEAU COURT"	"VISTA"	"California"	92081.00	"Paul Claybaugh"	"Facilities Manager"	"760-597-5064"		"pclaybaugh@aqualung.com"	"Private Business"		" "		"California"		" "			"760-746-1409"																				"Stephen Murnane"	"Chief Operating Officer"	"07-OCT-16 02.38.34.581000 PM"	"3949-Sporting and Athletic Goods, NEC"			8/14/2017 12:48:38
459136.00	"Industrial"	"9 37NEC001295"	7/23/2015 0:00:00	10/22/2015 0:00:00		"Active"	10/22/2015 0:00:00	9.00	37.00	"Colors Enterprises Inc"	14500.00	"SqFt"	" 2349 La Mirada Drive"	"Vista"	"California"	92081.00	"San Diego"	"Martial Bricnet"	"President"	"760-597-1400"		"martial@colorspizza.com"	"Colors Enterprises Inc"	" 2349 La Mirada Drive"	"Vista"	"California"	92081.00	"Martial Bricnet"	"President"	"760-597-1400"		"martial@colorspizza.com"	"Private Business"		" "		"California"		" "			"619-295-1725"																				"Martial Bricnet"	"President"	"23-SEP-16 09.42.12.733000 AM"	"2099-Food Preparations, NEC"			8/14/2017 12:48:38
464346.00	"Industrial"	"9 37NEC001297"	10/14/2015 0:00:00	10/22/2015 0:00:00		"Active"	10/22/2015 0:00:00	9.00	37.00	"Rusty Surfboards"	17280.00	"SqFt"	" 8495 Commerce Ave"	"San Diego"	"California"	92121.00	"San Diego"	"Rusty Preisendorfer"		"858-578-0414"		"Rusty@RustySurfboards.com"	"Rusty Surfboards"	" 8495 Commerce  Ave"	"San Diego"	"California"	92121.00	"Rusty Preisendorfer"		"858-578-0414"		"Rusty@RustySurfboards.com"	"Private Business"		" "		"California"		" "																							"Rusty Preisendorfer"	"President"	"30-SEP-16 03.58.27.989000 PM"	"3949-Sporting and Athletic Goods, NEC"			8/14/2017 12:48:38
465566.00	"Industrial"	"9 37NEC001313"	10/15/2015 0:00:00	10/22/2015 0:00:00		"Active"	10/22/2015 0:00:00	9.00	37.00	"Shear Metal"	3.80	"Acres"	" 8 Viper Way"	"Vista"	"California"	92081.00	"San Diego"	"Greg Skodacek"	"Director of Quality & Regulatory Affairs"	"760-566-8888"	"319"	"greg@dutek.com"	"D&G International"	" 8 Viper Way"	"Vista"	"California"	92081.00	"Greg Skodacek"	"Director of Quality & Regulatory Affaris"	"760-566-8888"		"greg@dutek.com"	"Private Business"		" "		"California"		" "																							"Greg Skodacek"	"Director of Quality and Regulatory Affairs"	"24-SEP-16 07.13.14.514000 AM"	"3444-Sheet Metal Work"			8/14/2017 12:48:37
465610.00	"Industrial"	"9 37NEC001318"	10/15/2015 0:00:00	10/22/2015 0:00:00		"Active"	10/22/2015 0:00:00	9.00	37.00	"Homestead Sheet Metal"	0.37	"Acres"	" 9031 Memory Lane"	"Spring Valley"	"California"	91977.00	"San Diego"	"Trevais Wilson"		"619-469-4373"		"trevais@homesteadsheetmetal.com"	"Homestead Sheet Metal"	" 9031 Memory Lane"	"Spring Valley"	"California"	91977.00	"Trevais Wilson"		"619-469-4373"		"trevais@homesteadsheetmetal.com"	"Private Business"		" "		"California"		" "			"6194694373"																		"N"	"Sweet Water River"	"Trevais Wilson"	"President"	"23-SEP-16 10.18.21.940000 AM"	"3444-Sheet Metal Work"			8/14/2017 12:48:37
465286.00	"Industrial"	"9 37NEC001321"	10/14/2015 0:00:00	10/22/2015 0:00:00		"Active"	10/22/2015 0:00:00	9.00	37.00	"Guthrie CiderWorks LLC"	3000.00	"SqFt"	" 6496 Marindustry Place Suite D"	"San Diego"	"California"	92121.00	"San Diego"	"Horacio Devoto"	"Owner"	"646-831-8932"		"hdevoto@gmail.com"	"Guthrie CiderWorks LLC"	" 6496 Marindustry Place Suite D"	"San Diego"	"California"	92121.00	"Horacio Devoto"	"Owner"	"646-831-8932"		"hdevoto@gmail.com"	"Private Business"		" "		"California"		" "																							"Horacio Devoto"	"Owner"	"19-AUG-16 06.54.24.875000 PM"	"2084-Wines, Brandy, and Brandy Spirits"			8/14/2017 12:48:38
462044.00	"Industrial"	"9 37NEC001331"	10/14/2015 0:00:00	10/23/2015 0:00:00	7/5/2017 0:00:00	"Terminated"	7/5/2017 0:00:00	9.00	37.00	"SKF USA Inc"	161996.00	"SqFt"	" 5271 Viewridge Court"	"San Diego"	"California"	92123.00	"San Diego"	"Kevin Kotas"		"858-496-3662"	"3662"	"kevin.kotas@skf.com"	"SKF USA Inc"	" 5271 Viewridge Court"	"San Diego"	"California"	92123.00	"Kevin Kotas"		"858-496-3662"	"3662"	"kevin.kotas@skf.com"	"Private Business"		" "		"California"		" "																							"Scott Brady"	"EHS Management Rep"	"31-AUG-16 11.14.18.665000 AM"	"3823-Industrial Instruments for Measurement, Display, and Control of Process Variables; and Related Products"			8/14/2017 12:48:38
464280.00	"Industrial"	"9 37NEC001347"	9/28/2015 0:00:00	10/23/2015 0:00:00		"Active"	10/23/2015 0:00:00	9.00	37.00	"San Pasqual Winery"	7500.00	"SqFt"	" 8140 Center St"	"La Mesa"	"California"	91942.00	"San Diego"	"Michael McWilliams"		"619-823-5206"		"mike@sanpasqualwinery.com"	"San Pasqual Winery"	" 8140 Center St"	"La Mesa"	"California"	91942.00	"Michael McWilliams"		"619-823-5206"		"mike@sanpasqualwinery.com"	"Private Business"		" "		"California"		" "																							"Michael McWilliams"	"President"	"28-SEP-16 11.44.36.130000 AM"	"2084-Wines, Brandy, and Brandy Spirits"			8/14/2017 12:48:38
464360.00	"Industrial"	"9 37NEC001363"	9/29/2015 0:00:00	10/26/2015 0:00:00		"Active"	10/26/2015 0:00:00	9.00	37.00	"Turtle Rock Ridge Vineyard Winery Inc"	8.90	"Acres"	" 18351 Woods Hill Lane"	"Ramona"	"California"	92065.00	"San Diego"	"Laurie Wagner"	"CEO"	"760-789-5555"		"laurie@turtlerockridge.com"	"Turtle Rock Ridge Vineyard Winery Inc"	" 18351 Woods Hill Lane"	"Ramona"	"California"	92065.00	"Laurie Wagner"		"760-789-5555"		"laurie@turtlerockridge.com"	"Private Business"		" "		"California"		" "			"760-789-5555"																		"Y"	"San Dieguito Wtershed"	"Laurie Wagner"	"President"	"27-SEP-16 04.49.01.464000 PM"	"2084-Wines, Brandy, and Brandy Spirits"	"2084-Wines, Brandy, and Brandy Spirits"		8/14/2017 12:48:38
464151.00	"Industrial"	"9 37NEC001365"	9/28/2015 0:00:00	10/26/2015 0:00:00		"Active"	10/26/2015 0:00:00	9.00	37.00	"Foreman Machine and Engineering"	900.00	"SqFt"	" 1160 Pioneer Way"	"El Cajon"	"California"	92020.00	"San Diego"	"David Foreman"	"Owner"	"619-820-3211"		"davefme@gmail.com"	"Foreman Machine and Engineering"	" 1160 Pioneer Way"	"El Cajon"	"California"	92020.00	"David Foreman"	"Owner"	"619-820-3211"		"davefme@gmail.com"	"Private Business"		" "		"California"		" "																							"David Foreman"	"Owner"	"19-AUG-16 12.45.42.480000 PM"	"3599-Industrial and Commercial Machinery and Equipment, NEC"			8/14/2017 12:48:38
314059.00	"Industrial"	"9 37NEC001370"	10/26/2015 0:00:00	11/3/2006 0:00:00		"Active"	10/26/2015 0:00:00	9.00	37.00	"E  E Transportation Inc"	0.58	"Acres"	" 2120 San Vicente Rd"	"Ramona"	"California"	92065.00	"San Diego"	"Javier Franco"	"LRP"	"619-954-4060"		"javier@e2transportations.com"	"E  E Transportation Inc"	" PO Box 2328"	"Ramona"	"California"	92065.00	"Jose Jimenez"		"760-789-6109"		"javier@e2transportations.com"	"Private Business"		" "		"California"		" "			"760-789-6109"																		"N"	"Santa Maria Creek"	"Javier Franco"	"President"	"29-SEP-16 05.11.35.706000 PM"	"4173-Terminal and Service Facilities for Motor Vehicle Passenger Transportation"			8/14/2017 12:48:37
464145.00	"Industrial"	"9 37NEC001375"	10/16/2015 0:00:00	10/27/2015 0:00:00		"Active"	10/27/2015 0:00:00	9.00	37.00	"Prohibition Brewing Company"	0.50	"Acres"	" 2004 East Vista Way"	"Vista"	"California"	92084.00	"San Diego"	"Ron Adams"	"President"	"760-295-3525"		"prohibiitonbrew@aol.com"	"Prohibition Brewing Company"	" 2004 East Vista Way"	"Vista  "	"California"	92084.00	"Ron Adams"	"President"	"760-295-3525"		"prohibitionbrew@aol.com"	"Private Business"		" "		"California"		" "																							"Ron Adams"	"President"	"22-AUG-16 05.05.32.820000 PM"	"2082-Malt Beverages"			8/14/2017 12:48:37
464652.00	"Industrial"	"9 37NEC001401"	10/22/2015 0:00:00	10/28/2015 0:00:00		"Active"	10/28/2015 0:00:00	9.00	37.00	"OSullivan Bros Brewing Company"	1700.00	"SqFt"	" 9879 Hibert St"	"San Diego"	"California"	92131.00	"San Diego"	"Ed OSullivan"	"Owner Brewer"	"858-774-6961"		"ed@osullivan-brothers.com"	"OSullivan Bros Brewing Company"	" 9879 Hibert St"	"San Diego"	"California"	92131.00	"Ed OSullivan"	"Owner Brewer"	"858-774-6961"		"ed@osullivan-brothers.com"	"Private Business"		" "		"California"		" "			"858-774-6961"																				"Ed OSullivan"	"Manager"	"24-SEP-16 08.15.17.216000 PM"	"2082-Malt Beverages"			8/14/2017 12:48:37
465214.00	"Industrial"	"9 37NEC001410"	10/23/2015 0:00:00	10/29/2015 0:00:00		"Active"	10/29/2015 0:00:00	9.00	37.00	"Natural Alternatives International"	100000.00	"SqFt"	" 1215 Park Center Drive"	"Vista"	"California"	92081.00	"San Diego"	"Mike  Larsen"	"Facilities Manager"	"760-736-7795"		"mlarsen@nai-online.com"	"Natural Alternatives International"	" 1185 Linda Vista Drive"	"San Marcos"	"California"	92078.00	"Mike  Larsen"	"Facilities Manager"	"760-736-7795"		"mlarsen@nai-online.com"	"Private Business"		" "		"California"		" "			"760-535-4795"																				"Mike Larsen"	"Facilities Manager"	"15-SEP-16 03.58.06.331000 PM"	"2834-Pharmaceutical Preparations"	"2034-Dried and Dehydrated Fruits, Vegetables, and Soup Mixes"		8/14/2017 12:48:38
464089.00	"Industrial"	"9 37NEC001417"	10/21/2015 0:00:00	10/29/2015 0:00:00		"Active"	10/29/2015 0:00:00	9.00	37.00	"Mission Brewery Inc"	17493.00	"SqFt"	" 1441 L Street"	"San Diego"	"California"	92101.00	"San Diego"	"John Egan"	"Operations Manager"	"619-544-0555"		"jegan@missionbrewery.com"	"Mission Brewery Inc"	" 1441 L Street"	"San Diego"	"California"	92101.00	"John Egan"	"Operations Manager"	"619-544-0555"		"jegan@missionbrewery.com"	"Private Business"		" "		"California"		" "																							"Dan Selis"	"President"	"29-SEP-16 01.14.00.342000 PM"	"2082-Malt Beverages"			8/14/2017 12:48:38
464000.00	"Industrial"	"9 37NEC001423"	9/25/2015 0:00:00	10/29/2015 0:00:00		"Active"	10/29/2015 0:00:00	9.00	37.00	"RR Donnelley San Diego"	1.00	"Acres"	" 960 Gateway Center Way"	"San Diego"	"California"	92102.00	"San Diego"	"Kim Richardson"		"619-266-7014"		"kimberly.richardson@rrd.com"	"RR Donnelley San Diego"	" 955 Gateway Center Way"	"San Diego"	"California"	92102.00	"Kimberly Richardson"		"619-266-7014"		"kimberly.richardson@rrd.com"	"Private Business"		" "		"California"		" "																							"Marshall Kesling"	"Controller"	"22-SEP-16 02.49.04.107000 PM"	"2752-Commercial Printing, Lithographic"			8/14/2017 12:48:37
463246.00	"Industrial"	"9 37NEC001424"	9/23/2015 0:00:00	10/29/2015 0:00:00		"Active"	10/29/2015 0:00:00	9.00	37.00	"RR Donnelley San Diego"	1.00	"Acres"	" 955 Gateway Center Way"	"San Diego"	"California"	92102.00	"San Diego"	"Kimberly Richardson"		"619-266-7014"		"kimberly.richardson@rrd.com"	"RR Donnelley San Diego"	" 955 Gateway Center Way"	"San Diego"	"California"	92102.00	"Kimberly Richardson"		"619-266-7014"		"kimberly.richardson@rrd.com"	"Private Business"		" "		"California"		" "																							"Marshall Kesling"	"Controller"	"22-SEP-16 02.48.11.395000 PM"	"2752-Commercial Printing, Lithographic"			8/14/2017 12:48:37
465673.00	"Industrial"	"9 37NEC001429"	10/27/2015 0:00:00	10/30/2015 0:00:00	1/19/2017 0:00:00	"Terminated"	1/19/2017 0:00:00	9.00	37.00	"DYNAMIC SOLUTIONS SYSTEMS"	1600.00	"SqFt"	" 2332 La Mirada Dr"	"Vista"	"California"	92081.00	"San Diego"	"Lloyd Johnson"	"Treasurer"	"760-598-4000"		"LLOYDJOHNSON@DSSMICRO.COM"	"DYNAMIC SOLUTIONS SYSTEMS"	" 2332 La Mirada Dr"	"Vista"	"California"	92081.00	"Lloyd Johnson"	"Treasurer"	"760-598-4000"		"LLOYDJOHNSON@DSSMICRO.COM"	"Private Business"		" "		"California"		" "			"760-586-5918"																		"N"	"Creek that feeds Aqua Hedonda Lagoon"	"Lloyd Johnson"	"Treasurer"	"26-SEP-16 04.43.35.512000 PM"	"3829-Measuring and Controlling Devices, NEC"			8/14/2017 12:48:38
464616.00	"Industrial"	"9 37NEC001443"	11/3/2015 0:00:00	11/3/2015 0:00:00		"Active"	11/3/2015 0:00:00	9.00	37.00	"Astro Converters Incorporated"	25000.00	"SqFt"	" 155 Mata Way"	"San Marcos"	"California"	92069.00	"San Diego"	"Michael Klumph"	"Mr."	"760-752-1515"		"mikek@astropaper.com"	"Astro Converters Incorporated"	" 155 Mata Way"	"San Marcos"	"California"	92069.00	"Michael Klumph"	"Mr."	"760-752-1515"		"mikek@astropaper.com"	"Private Business"		" "		"California"		" "			"800-752-5003"																				"Michael Klumph"	"Marketing and Website Manager"	"19-AUG-16 02.06.03.041000 PM"	"9999-Nonclassifiable Establishments"			8/14/2017 12:48:38
463354.00	"Industrial"	"9 37NEC001444"	11/3/2015 0:00:00	11/3/2015 0:00:00		"Active"	11/3/2015 0:00:00	9.00	37.00	"Mike Hess Brewing Co"	6000.00	"SqFt"	" 3812 Grim Ave"	"San Diego"	"California"	92104.00	"San Diego"	"Michael Hess"	"CBO"	"619-255-7136"		"mike@hessbrewing.com"	"Mike Hess Brewing Co"	" 3812 Grim Ave"	"San Diego"	"California"	92104.00	"Michael Hess"	"CBO"	"619-255-7136"		"mike@hessbrewing.com"	"Private Business"		" "		"California"		" "																							"Michael Hess"	"CBO"	"02-DEC-16 03.23.23.663000 PM"	"2082-Malt Beverages"			8/14/2017 12:48:38
463291.00	"Industrial"	"9 37NEC001445"	10/30/2015 0:00:00	11/3/2015 0:00:00		"Active"	11/3/2015 0:00:00	9.00	37.00	"Hacienda de las Rosas"	7.30	"Acres"	" 18011 Bluegrass Road"	"Ramona"	"California"	92065.00	"San Diego"	"Tammy Rimes"	"Owner"	"760-789-3689"		"tammy@sdwinery.com"	"Hacienda de las Rosas"	" 18011 Bluegrass Road"	"Ramona"	"California"	92065.00	"Tammy Rimes"	"Owner"	"760-789-3689"		"tammy@sdwinery.com"	"Private Business"		" "		"California"		" "																							"Tammy Rimes"	"Owner"	"23-SEP-16 10.21.50.412000 AM"	"2084-Wines, Brandy, and Brandy Spirits"			8/14/2017 12:48:37
460112.00	"Industrial"	"9 37NEC001447"	9/25/2015 0:00:00	11/3/2015 0:00:00		"Active"	11/3/2015 0:00:00	9.00	37.00	"Chuparosa Vineyards"	15.00	"Acres"	" 910 Gem Lane"	"Ramona"	"California"	92065.00	"San Diego"	"Carolyn Harris"		"760-788-0059"		"carolyn@chuparosavineyards.com"	"Chuparosa Vineyards"	" 910 Gem Lane"	"Ramona"	"California"	92065.00	"Carolyn Harris"		"760-788-0059"		"carolyn@chuparosavineyards.com"	"Private Business"		" "		"California"		" "																							"Carolyn Harris"	"owner"	"28-SEP-16 04.02.09.050000 PM"	"2084-Wines, Brandy, and Brandy Spirits"			8/14/2017 12:48:38
465971.00	"Industrial"	"9 37NEC001448"	10/24/2015 0:00:00	11/3/2015 0:00:00		"Active"	11/3/2015 0:00:00	9.00	37.00	"On The Tracks Brewery LLC"	2750.00	"SqFt"	" 5674 G El Camino Real"	"Carlsbad"	"California"	92008.00	"San Diego"	"Greg Davison"	"Operating Manager"	"760-550-9688"		"ottbrew@gmail.com"	"On The Tracks Brewery LLC"	" 5674 G El Camino Real"	"Carlsbaad"	"California"	92008.00	"Greg Davison"	"Operating Manager"	"760-550-9688"		"ottbrew@gmail.com"	"Private Business"		" "		"California"		" "																							"Gregory Davison"	"Operating Manager"	"15-SEP-16 12.33.21.266000 PM"	"2082-Malt Beverages"			8/14/2017 12:48:37
462877.00	"Industrial"	"9 37NEC001459"	9/24/2015 0:00:00	11/4/2015 0:00:00		"Active"	11/4/2015 0:00:00	9.00	37.00	"Schaefer Ambulance Service"	0.00	"SqFt"	" 7255 University Ave"	"La Mesa"	"California"	91942.00	"San Diego"	"Jane Hall"	"Assistant Manger"	"619-583-0454"	"225"	"jhall@sas-amb.com"	"Schaefer Ambulance Service"	" 7255 University Ave"	"La Mesa"	"California"	91942.00	"Jane Hall"	"Assistant Manger"	"619-583-0454"		"jhall@sas-amb.com"	"Private Business"		" "		"California"		" "																					"Y"	"University Channel"	"Leslie McNeal"	"AVP"	"12-SEP-16 11.51.37.519000 AM"	"4119-Local Passenger Transportation, NEC"			8/14/2017 12:48:38
459421.00	"Industrial"	"9 37NEC001460"	10/28/2015 0:00:00	11/4/2015 0:00:00		"Active"	11/4/2015 0:00:00	9.00	37.00	"Myron L Company"	60000.00	"SqFt"	" 2450 Impala Drive"	"Carlsbad"	"California"	92010.00	"San Diego"	"Mike  Quincey"	"Quality Manager"	"760-438-2021"	"1303"	"MQuincey@Myronl.com"	"Myron L Company"	" 2450 Impala Drive"	"Carlsbad"	"California"	92010.00	"Mike  Quincey"	"Quality Manager"	"760-438-2021"	"1303"	"MQuincey@Myronl.com"	"Private Business"		" "		"California"		" "			"760-438-2021"	"1303"																	"N"	"Carlsbad Municipal"	"Eric Quincey"	"Quality Manager"	"08-SEP-16 03.09.55.311000 PM"	"3825-Instruments for Measuring and Testing of Electricity and Electrical Signals"			8/14/2017 12:48:37
463764.00	"Industrial"	"9 37NEC001464"	9/23/2015 0:00:00	11/4/2015 0:00:00	10/1/2016 0:00:00	"Terminated"	1/13/2017 0:00:00	9.00	37.00	"Quantum Brewing LLC"	1800.00	"SqFt"	" 5375 Kearny Villa Rd"	"San Diego"	"California"	92123.00	"San Diego"	"Dylan Wallace"		"619-994-7908"		"dylan@quantumbrewingsd.com"	"Quantum Brewing LLC"	" 5375 Kearny Villa Rd"	"San Diego"	"California"	92123.00	"Dylan Wallace"		"619-994-7908"		"dylan@quantumbrewingsd.com"	"Private Business"		" "		"California"		" "																							"Dylan Wallace"	"Owner"	"23-SEP-15 01.00.05.327000 PM"	"2082-Malt Beverages"			8/14/2017 12:48:37
464821.00	"Industrial"	"9 37NEC001467"	10/1/2015 0:00:00	11/4/2015 0:00:00		"Active"	11/4/2015 0:00:00	9.00	37.00	"Ramona Ranch Winery LLC"	10.00	"Acres"	" 23578 highway 78"	"Ramona"	"California"	92065.00	"San Diego"	"Micole Moore"	"COO Vice President"	"760-789-1622"		"ramonaranch@gmail.com"	"Ramona Ranch Winery LLC"	" 23578 highway 78"	"ramona"	"California"	92065.00	"Micole Moore"		"760-789-1622"		"ramonaranch@gmail.com"	"Private Business"		" "		"California"		" "																					"N"	"Hatfield Creek"	"Micole Moore"	"COO Vice president"	"29-SEP-16 09.32.58.828000 AM"	"2084-Wines, Brandy, and Brandy Spirits"			8/14/2017 12:48:37
464789.00	"Industrial"	"9 37NEC001468"	9/30/2015 0:00:00	11/4/2015 0:00:00		"Active"	11/4/2015 0:00:00	9.00	37.00	"Valley Center Brewery LLC"	4000.00	"SqFt"	" 28960 Lilac Rd #C"	"Valley Center"	"California"	92082.00	"San Diego"	"Robert Marek"	"President"	"760-913-0102"		"valleycenterbrewery@yahoo.com"	"Valley Center Brewery LLC"	" 28960 Lilac Rd #C"	"Valley Center"	"California"	92082.00	"Robert Marek"		"760-913-0102"		"valleycenterbrewery@yahoo.com"	"Private Business"		" "		"California"		" "			"760-913-0102"																				"Robert Marek"	"President"	"20-AUG-16 10.50.54.781000 AM"	"2082-Malt Beverages"			8/14/2017 12:48:38
466279.00	"Industrial"	"9 37NEC001473"	11/2/2015 0:00:00	11/6/2015 0:00:00		"Active"	11/6/2015 0:00:00	9.00	37.00	"Wholesale Shade"	19290.00	"SqFt"	" 168 South Pacific Street"	"San Marcos"	"California"	92078.00	"San Diego"	"Patrick Howe"	"President"	"760-603-3269"		"patrick@wshade.com"	"Wholesale Shade"	" 168 South Pacific Street"	"San Marcos"	"California"	92078.00	"Patrick Howe"	"President"	"760-603-3269"		"patrick@wshade.com"	"Private Business"		" "		"California"		" "			"619-207-7220"																				"Patrick Howe"	"President"	"27-SEP-16 05.25.54.905000 AM"	"2394-Canvas and Related Products"	"2399-Fabricated Textile Products, NEC"		8/14/2017 12:48:37
462408.00	"Industrial"	"9 37NEC001474"	9/17/2015 0:00:00	11/6/2015 0:00:00		"Active"	11/6/2015 0:00:00	9.00	37.00	"AleSmith Brewing Company"	105000.00	"SqFt"	" 9990 AleSmith Court"	"San Diego"	"California"	92126.00	"San Diego"	"Ryan Crisp"	"Manager, Operations"	"650-464-4008"		"ryan@alesmith.com"	"AleSmith Brewing Company"	" 9990 AleSmith Court"	"San Diego"	"California"	92126.00	"Ryan Crisp"	"Manager, Operations"	"650-464-4008"		"ryan@alesmith.com"	"Private Business"		" "		"California"		" "																					"N"	"Carroll Canyon Creek"	"Ryan Crisp"	"Operations Manager"	"12-SEP-16 09.59.18.039000 AM"	"2082-Malt Beverages"			8/14/2017 12:48:38
457520.00	"Industrial"	"9 37NEC001483"	7/8/2015 0:00:00	11/9/2015 0:00:00		"Active"	11/9/2015 0:00:00	9.00	37.00	"Rockwell Collins Optronics"	3.20	"Acres"	" 2752 Loker Ave West"	"Carlsbad"	"California"	92010.00	"San Diego"	"Greg Holliday"	"Facilities Supervisor"	"760-827-8299"		"Greg.Holliday@rockwellcollins.com"	"Rockwell Collins Optronics"	" 2752 Loker Ave West"	"Carlsbad"	"California"	92010.00	"Greg Holliday"	"Facilities Supervisor"	"760-827-8299"		"Greg.Holliday@rockwellcollins.com"	"Private Business"		" "		"California"		" "																					"N"	"Agua Hedionda Creek"	"Mark Gilpin"	"Operations Manager"	"26-SEP-16 07.30.09.408000 AM"	"3827-Optical Instruments and Lenses"			8/14/2017 12:48:37
